"","xvar","yvar","spec","k","fill"
"6029",234,"diagnosis",0,20,"0"
"6030",234,"all formats",0,20,"0"
"6031",234,"other formats",0,20,"0"
"6032",234,"guided self-help",0,20,"0"
"6033",234,"individual",0,20,"0"
"6034",234,"group",0,20,"0"
"6035",234,"all groups",1,20,"20"
"6036",234,"student population",0,20,"0"
"6037",234,"other target groups",0,20,"0"
"6038",234,"perinatal depression",0,20,"0"
"6039",234,"older adults",0,20,"0"
"6040",234,"general medical",0,20,"0"
"6041",234,"adults",0,20,"0"
"6042",234,"all control conditions",0,20,"0"
"6043",234,"wl",0,20,"0"
"6044",234,"other ctr",0,20,"0"
"6045",234,"cau",0,20,"0"
"6046",234,"all types",0,20,"0"
"6047",234,"not-cbt-based",0,20,"0"
"6048",234,"cbt-based",0,20,"0"
"6049",53,"pet-peese",0,44,"0"
"6050",53,"p-uniform",0,44,"0"
"6051",53,"fe",0,44,"0"
"6052",53,"reml",0,44,"0"
"6053",53,"rve",0,44,"0"
"6054",53,"3-level",0,44,"0"
"6055",53,"all rob",0,44,"0"
"6056",53,"include_best",0,44,"0"
"6057",53,"exclude_worst",0,44,"0"
"6058",53,"all diagnoses",0,44,"0"
"6059",53,"subclinical depression",0,44,"0"
"6060",53,"cut-off score",0,44,"0"
"6061",53,"diagnosis",0,44,"0"
"6062",53,"all formats",0,44,"0"
"6063",53,"other formats",0,44,"0"
"6064",53,"guided self-help",0,44,"0"
"6065",53,"individual",0,44,"0"
"6066",53,"group",0,44,"0"
"6067",53,"all groups",0,44,"0"
"6068",53,"student population",0,44,"0"
"6069",53,"other target groups",0,44,"0"
"6070",53,"perinatal depression",0,44,"0"
"6071",53,"older adults",0,44,"0"
"6072",53,"general medical",0,44,"0"
"6073",53,"adults",1,44,"44"
"6074",53,"all control conditions",0,44,"0"
"6075",53,"wl",0,44,"0"
"6076",53,"other ctr",0,44,"0"
"6077",53,"cau",0,44,"0"
"6078",53,"all types",0,44,"0"
"6079",53,"not-cbt-based",0,44,"0"
"6080",53,"cbt-based",0,44,"0"
"6081",68,"pet-peese",0,67,"0"
"6082",68,"p-uniform",0,67,"0"
"6083",68,"fe",0,67,"0"
"6084",68,"reml",0,67,"0"
"6085",68,"rve",0,67,"0"
"6086",68,"3-level",0,67,"0"
"6087",68,"all rob",0,67,"0"
"6088",68,"include_best",0,67,"0"
"6089",68,"exclude_worst",0,67,"0"
"6090",68,"all diagnoses",0,67,"0"
"6091",68,"subclinical depression",0,67,"0"
"6092",68,"cut-off score",0,67,"0"
"6093",68,"diagnosis",0,67,"0"
"6094",68,"all formats",0,67,"0"
"6095",68,"other formats",0,67,"0"
"6096",68,"guided self-help",0,67,"0"
"6097",68,"individual",0,67,"0"
"6098",68,"group",0,67,"0"
"6099",68,"all groups",1,67,"67"
"6100",68,"student population",0,67,"0"
"6101",68,"other target groups",0,67,"0"
"6102",68,"perinatal depression",0,67,"0"
"6103",68,"older adults",0,67,"0"
"6104",68,"general medical",0,67,"0"
"6105",68,"adults",0,67,"0"
"6106",68,"all control conditions",0,67,"0"
"6107",68,"wl",0,67,"0"
"6108",68,"other ctr",0,67,"0"
"6109",68,"cau",0,67,"0"
"6110",68,"all types",0,67,"0"
"6111",68,"not-cbt-based",0,67,"0"
"6112",68,"cbt-based",0,67,"0"
"6113",269,"pet-peese",0,16,"0"
"6114",269,"p-uniform",0,16,"0"
"6115",269,"fe",0,16,"0"
"6116",269,"reml",0,16,"0"
"6117",269,"rve",0,16,"0"
"6118",269,"3-level",0,16,"0"
"6119",269,"all rob",0,16,"0"
"6120",269,"include_best",0,16,"0"
"6121",269,"exclude_worst",0,16,"0"
"6122",269,"all diagnoses",0,16,"0"
"6123",269,"subclinical depression",0,16,"0"
"6124",269,"cut-off score",0,16,"0"
"6125",269,"diagnosis",0,16,"0"
"6126",269,"all formats",0,16,"0"
"6127",269,"other formats",0,16,"0"
"6128",269,"guided self-help",0,16,"0"
"6129",269,"individual",0,16,"0"
"6130",269,"group",0,16,"0"
"6131",269,"all groups",1,16,"16"
"6132",269,"student population",0,16,"0"
"6133",269,"other target groups",0,16,"0"
"6134",269,"perinatal depression",0,16,"0"
"6135",269,"older adults",0,16,"0"
"6136",269,"general medical",0,16,"0"
"6137",269,"adults",0,16,"0"
"6138",269,"all control conditions",0,16,"0"
"6139",269,"wl",0,16,"0"
"6140",269,"other ctr",0,16,"0"
"6141",269,"cau",0,16,"0"
"6142",269,"all types",0,16,"0"
"6143",269,"not-cbt-based",0,16,"0"
"6144",269,"cbt-based",0,16,"0"
"6145",407,"pet-peese",0,17,"0"
"6146",407,"p-uniform",0,17,"0"
"6147",407,"fe",0,17,"0"
"6148",407,"reml",0,17,"0"
"6149",407,"rve",0,17,"0"
"6150",407,"3-level",0,17,"0"
"6151",407,"all rob",0,17,"0"
"6152",407,"include_best",0,17,"0"
"6153",407,"exclude_worst",0,17,"0"
"6154",407,"all diagnoses",0,17,"0"
"6155",407,"subclinical depression",0,17,"0"
"6156",407,"cut-off score",0,17,"0"
"6157",407,"diagnosis",0,17,"0"
"6158",407,"all formats",0,17,"0"
"6159",407,"other formats",0,17,"0"
"6160",407,"guided self-help",0,17,"0"
"6161",407,"individual",0,17,"0"
"6162",407,"group",0,17,"0"
"6163",407,"all groups",0,17,"0"
"6164",407,"student population",0,17,"0"
"6165",407,"other target groups",0,17,"0"
"6166",407,"perinatal depression",0,17,"0"
"6167",407,"older adults",0,17,"0"
"6168",407,"general medical",0,17,"0"
"6169",407,"adults",1,17,"17"
"6170",407,"all control conditions",0,17,"0"
"6171",407,"wl",0,17,"0"
"6172",407,"other ctr",0,17,"0"
"6173",407,"cau",0,17,"0"
"6174",407,"all types",0,17,"0"
"6175",407,"not-cbt-based",0,17,"0"
"6176",407,"cbt-based",0,17,"0"
"6177",285,"pet-peese",0,17,"0"
"6178",285,"p-uniform",0,17,"0"
"6179",285,"fe",0,17,"0"
"6180",285,"reml",0,17,"0"
"6181",285,"rve",0,17,"0"
"6182",285,"3-level",0,17,"0"
"6183",285,"all rob",0,17,"0"
"6184",285,"include_best",0,17,"0"
"6185",285,"exclude_worst",0,17,"0"
"6186",285,"all diagnoses",0,17,"0"
"6187",285,"subclinical depression",0,17,"0"
"6188",285,"cut-off score",0,17,"0"
"6189",285,"diagnosis",0,17,"0"
"6190",285,"all formats",0,17,"0"
"6191",285,"other formats",0,17,"0"
"6192",285,"guided self-help",0,17,"0"
"6193",285,"individual",0,17,"0"
"6194",285,"group",0,17,"0"
"6195",285,"all groups",0,17,"0"
"6196",285,"student population",0,17,"0"
"6197",285,"other target groups",0,17,"0"
"6198",285,"perinatal depression",0,17,"0"
"6199",285,"older adults",0,17,"0"
"6200",285,"general medical",1,17,"17"
"6201",285,"adults",0,17,"0"
"6202",285,"all control conditions",0,17,"0"
"6203",285,"wl",0,17,"0"
"6204",285,"other ctr",0,17,"0"
"6205",285,"cau",0,17,"0"
"6206",285,"all types",0,17,"0"
"6207",285,"not-cbt-based",0,17,"0"
"6208",285,"cbt-based",0,17,"0"
"6209",429,"pet-peese",0,10,"0"
"6210",429,"p-uniform",0,10,"0"
"6211",429,"fe",0,10,"0"
"6212",429,"reml",0,10,"0"
"6213",429,"rve",0,10,"0"
"6214",429,"3-level",0,10,"0"
"6215",429,"all rob",0,10,"0"
"6216",429,"include_best",0,10,"0"
"6217",429,"exclude_worst",0,10,"0"
"6218",429,"all diagnoses",0,10,"0"
"6219",429,"subclinical depression",0,10,"0"
"6220",429,"cut-off score",0,10,"0"
"6221",429,"diagnosis",0,10,"0"
"6222",429,"all formats",0,10,"0"
"6223",429,"other formats",0,10,"0"
"6224",429,"guided self-help",0,10,"0"
"6225",429,"individual",0,10,"0"
"6226",429,"group",0,10,"0"
"6227",429,"all groups",0,10,"0"
"6228",429,"student population",0,10,"0"
"6229",429,"other target groups",0,10,"0"
"6230",429,"perinatal depression",0,10,"0"
"6231",429,"older adults",1,10,"10"
"6232",429,"general medical",0,10,"0"
"6233",429,"adults",0,10,"0"
"6234",429,"all control conditions",0,10,"0"
"6235",429,"wl",0,10,"0"
"6236",429,"other ctr",0,10,"0"
"6237",429,"cau",0,10,"0"
"6238",429,"all types",0,10,"0"
"6239",429,"not-cbt-based",0,10,"0"
"6240",429,"cbt-based",0,10,"0"
"6241",447,"pet-peese",0,28,"0"
"6242",447,"p-uniform",0,28,"0"
"6243",447,"fe",0,28,"0"
"6244",447,"reml",0,28,"0"
"6245",447,"rve",0,28,"0"
"6246",447,"3-level",0,28,"0"
"6247",447,"all rob",0,28,"0"
"6248",447,"include_best",0,28,"0"
"6249",447,"exclude_worst",0,28,"0"
"6250",447,"all diagnoses",0,28,"0"
"6251",447,"subclinical depression",0,28,"0"
"6252",447,"cut-off score",0,28,"0"
"6253",447,"diagnosis",0,28,"0"
"6254",447,"all formats",0,28,"0"
"6255",447,"other formats",0,28,"0"
"6256",447,"guided self-help",0,28,"0"
"6257",447,"individual",0,28,"0"
"6258",447,"group",0,28,"0"
"6259",447,"all groups",0,28,"0"
"6260",447,"student population",0,28,"0"
"6261",447,"other target groups",0,28,"0"
"6262",447,"perinatal depression",0,28,"0"
"6263",447,"older adults",0,28,"0"
"6264",447,"general medical",0,28,"0"
"6265",447,"adults",1,28,"28"
"6266",447,"all control conditions",0,28,"0"
"6267",447,"wl",0,28,"0"
"6268",447,"other ctr",0,28,"0"
"6269",447,"cau",0,28,"0"
"6270",447,"all types",0,28,"0"
"6271",447,"not-cbt-based",0,28,"0"
"6272",447,"cbt-based",0,28,"0"
"6273",286,"pet-peese",0,56,"0"
"6274",286,"p-uniform",0,56,"0"
"6275",286,"fe",0,56,"0"
"6276",286,"reml",0,56,"0"
"6277",286,"rve",0,56,"0"
"6278",286,"3-level",0,56,"0"
"6279",286,"all rob",0,56,"0"
"6280",286,"include_best",0,56,"0"
"6281",286,"exclude_worst",0,56,"0"
"6282",286,"all diagnoses",0,56,"0"
"6283",286,"subclinical depression",0,56,"0"
"6284",286,"cut-off score",0,56,"0"
"6285",286,"diagnosis",0,56,"0"
"6286",286,"all formats",0,56,"0"
"6287",286,"other formats",0,56,"0"
"6288",286,"guided self-help",0,56,"0"
"6289",286,"individual",0,56,"0"
"6290",286,"group",0,56,"0"
"6291",286,"all groups",1,56,"56"
"6292",286,"student population",0,56,"0"
"6293",286,"other target groups",0,56,"0"
"6294",286,"perinatal depression",0,56,"0"
"6295",286,"older adults",0,56,"0"
"6296",286,"general medical",0,56,"0"
"6297",286,"adults",0,56,"0"
"6298",286,"all control conditions",0,56,"0"
"6299",286,"wl",0,56,"0"
"6300",286,"other ctr",0,56,"0"
"6301",286,"cau",0,56,"0"
"6302",286,"all types",0,56,"0"
"6303",286,"not-cbt-based",0,56,"0"
"6304",286,"cbt-based",0,56,"0"
"6305",33,"pet-peese",0,17,"0"
"6306",33,"p-uniform",0,17,"0"
"6307",33,"fe",0,17,"0"
"6308",33,"reml",0,17,"0"
"6309",33,"rve",0,17,"0"
"6310",33,"3-level",0,17,"0"
"6311",33,"all rob",0,17,"0"
"6312",33,"include_best",0,17,"0"
"6313",33,"exclude_worst",0,17,"0"
"6314",33,"all diagnoses",0,17,"0"
"6315",33,"subclinical depression",0,17,"0"
"6316",33,"cut-off score",0,17,"0"
"6317",33,"diagnosis",0,17,"0"
"6318",33,"all formats",0,17,"0"
"6319",33,"other formats",0,17,"0"
"6320",33,"guided self-help",0,17,"0"
"6321",33,"individual",0,17,"0"
"6322",33,"group",0,17,"0"
"6323",33,"all groups",0,17,"0"
"6324",33,"student population",0,17,"0"
"6325",33,"other target groups",0,17,"0"
"6326",33,"perinatal depression",0,17,"0"
"6327",33,"older adults",0,17,"0"
"6328",33,"general medical",0,17,"0"
"6329",33,"adults",1,17,"17"
"6330",33,"all control conditions",0,17,"0"
"6331",33,"wl",0,17,"0"
"6332",33,"other ctr",0,17,"0"
"6333",33,"cau",0,17,"0"
"6334",33,"all types",0,17,"0"
"6335",33,"not-cbt-based",0,17,"0"
"6336",33,"cbt-based",0,17,"0"
"6337",243,"pet-peese",0,36,"0"
"6338",243,"p-uniform",0,36,"0"
"6339",243,"fe",0,36,"0"
"6340",243,"reml",0,36,"0"
"6341",243,"rve",0,36,"0"
"6342",243,"3-level",0,36,"0"
"6343",243,"all rob",0,36,"0"
"6344",243,"include_best",0,36,"0"
"6345",243,"exclude_worst",0,36,"0"
"6346",243,"all diagnoses",0,36,"0"
"6347",243,"subclinical depression",0,36,"0"
"6348",243,"cut-off score",0,36,"0"
"6349",243,"diagnosis",0,36,"0"
"6350",243,"all formats",0,36,"0"
"6351",243,"other formats",0,36,"0"
"6352",243,"guided self-help",0,36,"0"
"6353",243,"individual",0,36,"0"
"6354",243,"group",0,36,"0"
"6355",243,"all groups",1,36,"36"
"6356",243,"student population",0,36,"0"
"6357",243,"other target groups",0,36,"0"
"6358",243,"perinatal depression",0,36,"0"
"6359",243,"older adults",0,36,"0"
"6360",243,"general medical",0,36,"0"
"6361",243,"adults",0,36,"0"
"6362",243,"all control conditions",0,36,"0"
"6363",243,"wl",0,36,"0"
"6364",243,"other ctr",0,36,"0"
"6365",243,"cau",0,36,"0"
"6366",243,"all types",0,36,"0"
"6367",243,"not-cbt-based",0,36,"0"
"6368",243,"cbt-based",0,36,"0"
"6369",336,"pet-peese",0,37,"0"
"6370",336,"p-uniform",0,37,"0"
"6371",336,"fe",0,37,"0"
"6372",336,"reml",0,37,"0"
"6373",336,"rve",0,37,"0"
"6374",336,"3-level",0,37,"0"
"6375",336,"all rob",0,37,"0"
"6376",336,"include_best",0,37,"0"
"6377",336,"exclude_worst",0,37,"0"
"6378",336,"all diagnoses",0,37,"0"
"6379",336,"subclinical depression",0,37,"0"
"6380",336,"cut-off score",0,37,"0"
"6381",336,"diagnosis",0,37,"0"
"6382",336,"all formats",0,37,"0"
"6383",336,"other formats",0,37,"0"
"6384",336,"guided self-help",0,37,"0"
"6385",336,"individual",0,37,"0"
"6386",336,"group",0,37,"0"
"6387",336,"all groups",0,37,"0"
"6388",336,"student population",0,37,"0"
"6389",336,"other target groups",0,37,"0"
"6390",336,"perinatal depression",0,37,"0"
"6391",336,"older adults",0,37,"0"
"6392",336,"general medical",0,37,"0"
"6393",336,"adults",1,37,"37"
"6394",336,"all control conditions",0,37,"0"
"6395",336,"wl",0,37,"0"
"6396",336,"other ctr",0,37,"0"
"6397",336,"cau",0,37,"0"
"6398",336,"all types",0,37,"0"
"6399",336,"not-cbt-based",0,37,"0"
"6400",336,"cbt-based",0,37,"0"
"6401",312,"pet-peese",0,15,"0"
"6402",312,"p-uniform",0,15,"0"
"6403",312,"fe",0,15,"0"
"6404",312,"reml",0,15,"0"
"6405",312,"rve",0,15,"0"
"6406",312,"3-level",0,15,"0"
"6407",312,"all rob",0,15,"0"
"6408",312,"include_best",0,15,"0"
"6409",312,"exclude_worst",0,15,"0"
"6410",312,"all diagnoses",0,15,"0"
"6411",312,"subclinical depression",0,15,"0"
"6412",312,"cut-off score",0,15,"0"
"6413",312,"diagnosis",0,15,"0"
"6414",312,"all formats",0,15,"0"
"6415",312,"other formats",0,15,"0"
"6416",312,"guided self-help",0,15,"0"
"6417",312,"individual",0,15,"0"
"6418",312,"group",0,15,"0"
"6419",312,"all groups",1,15,"15"
"6420",312,"student population",0,15,"0"
"6421",312,"other target groups",0,15,"0"
"6422",312,"perinatal depression",0,15,"0"
"6423",312,"older adults",0,15,"0"
"6424",312,"general medical",0,15,"0"
"6425",312,"adults",0,15,"0"
"6426",312,"all control conditions",0,15,"0"
"6427",312,"wl",0,15,"0"
"6428",312,"other ctr",0,15,"0"
"6429",312,"cau",0,15,"0"
"6430",312,"all types",0,15,"0"
"6431",312,"not-cbt-based",0,15,"0"
"6432",312,"cbt-based",0,15,"0"
"6433",275,"pet-peese",0,75,"0"
"6434",275,"p-uniform",0,75,"0"
"6435",275,"fe",0,75,"0"
"6436",275,"reml",0,75,"0"
"6437",275,"rve",0,75,"0"
"6438",275,"3-level",0,75,"0"
"6439",275,"all rob",0,75,"0"
"6440",275,"include_best",0,75,"0"
"6441",275,"exclude_worst",0,75,"0"
"6442",275,"all diagnoses",0,75,"0"
"6443",275,"subclinical depression",0,75,"0"
"6444",275,"cut-off score",0,75,"0"
"6445",275,"diagnosis",0,75,"0"
"6446",275,"all formats",0,75,"0"
"6447",275,"other formats",0,75,"0"
"6448",275,"guided self-help",0,75,"0"
"6449",275,"individual",0,75,"0"
"6450",275,"group",0,75,"0"
"6451",275,"all groups",0,75,"0"
"6452",275,"student population",0,75,"0"
"6453",275,"other target groups",0,75,"0"
"6454",275,"perinatal depression",0,75,"0"
"6455",275,"older adults",0,75,"0"
"6456",275,"general medical",0,75,"0"
"6457",275,"adults",1,75,"75"
"6458",275,"all control conditions",0,75,"0"
"6459",275,"wl",0,75,"0"
"6460",275,"other ctr",0,75,"0"
"6461",275,"cau",0,75,"0"
"6462",275,"all types",0,75,"0"
"6463",275,"not-cbt-based",0,75,"0"
"6464",275,"cbt-based",0,75,"0"
"6465",120,"pet-peese",0,27,"0"
"6466",120,"p-uniform",0,27,"0"
"6467",120,"fe",0,27,"0"
"6468",120,"reml",0,27,"0"
"6469",120,"rve",0,27,"0"
"6470",120,"3-level",0,27,"0"
"6471",120,"all rob",0,27,"0"
"6472",120,"include_best",0,27,"0"
"6473",120,"exclude_worst",0,27,"0"
"6474",120,"all diagnoses",0,27,"0"
"6475",120,"subclinical depression",0,27,"0"
"6476",120,"cut-off score",0,27,"0"
"6477",120,"diagnosis",0,27,"0"
"6478",120,"all formats",0,27,"0"
"6479",120,"other formats",0,27,"0"
"6480",120,"guided self-help",0,27,"0"
"6481",120,"individual",0,27,"0"
"6482",120,"group",0,27,"0"
"6483",120,"all groups",0,27,"0"
"6484",120,"student population",0,27,"0"
"6485",120,"other target groups",0,27,"0"
"6486",120,"perinatal depression",0,27,"0"
"6487",120,"older adults",0,27,"0"
"6488",120,"general medical",1,27,"27"
"6489",120,"adults",0,27,"0"
"6490",120,"all control conditions",0,27,"0"
"6491",120,"wl",0,27,"0"
"6492",120,"other ctr",0,27,"0"
"6493",120,"cau",0,27,"0"
"6494",120,"all types",0,27,"0"
"6495",120,"not-cbt-based",0,27,"0"
"6496",120,"cbt-based",0,27,"0"
"6497",347,"pet-peese",0,15,"0"
"6498",347,"p-uniform",0,15,"0"
"6499",347,"fe",0,15,"0"
"6500",347,"reml",0,15,"0"
"6501",347,"rve",0,15,"0"
"6502",347,"3-level",0,15,"0"
"6503",347,"all rob",0,15,"0"
"6504",347,"include_best",0,15,"0"
"6505",347,"exclude_worst",0,15,"0"
"6506",347,"all diagnoses",0,15,"0"
"6507",347,"subclinical depression",0,15,"0"
"6508",347,"cut-off score",0,15,"0"
"6509",347,"diagnosis",0,15,"0"
"6510",347,"all formats",0,15,"0"
"6511",347,"other formats",0,15,"0"
"6512",347,"guided self-help",0,15,"0"
"6513",347,"individual",0,15,"0"
"6514",347,"group",0,15,"0"
"6515",347,"all groups",0,15,"0"
"6516",347,"student population",0,15,"0"
"6517",347,"other target groups",0,15,"0"
"6518",347,"perinatal depression",0,15,"0"
"6519",347,"older adults",1,15,"15"
"6520",347,"general medical",0,15,"0"
"6521",347,"adults",0,15,"0"
"6522",347,"all control conditions",0,15,"0"
"6523",347,"wl",0,15,"0"
"6524",347,"other ctr",0,15,"0"
"6525",347,"cau",0,15,"0"
"6526",347,"all types",0,15,"0"
"6527",347,"not-cbt-based",0,15,"0"
"6528",347,"cbt-based",0,15,"0"
"6529",444,"pet-peese",0,11,"0"
"6530",444,"p-uniform",0,11,"0"
"6531",444,"fe",0,11,"0"
"6532",444,"reml",0,11,"0"
"6533",444,"rve",0,11,"0"
"6534",444,"3-level",0,11,"0"
"6535",444,"all rob",0,11,"0"
"6536",444,"include_best",0,11,"0"
"6537",444,"exclude_worst",0,11,"0"
"6538",444,"all diagnoses",0,11,"0"
"6539",444,"subclinical depression",0,11,"0"
"6540",444,"cut-off score",0,11,"0"
"6541",444,"diagnosis",0,11,"0"
"6542",444,"all formats",0,11,"0"
"6543",444,"other formats",0,11,"0"
"6544",444,"guided self-help",0,11,"0"
"6545",444,"individual",0,11,"0"
"6546",444,"group",0,11,"0"
"6547",444,"all groups",0,11,"0"
"6548",444,"student population",0,11,"0"
"6549",444,"other target groups",1,11,"11"
"6550",444,"perinatal depression",0,11,"0"
"6551",444,"older adults",0,11,"0"
"6552",444,"general medical",0,11,"0"
"6553",444,"adults",0,11,"0"
"6554",444,"all control conditions",0,11,"0"
"6555",444,"wl",0,11,"0"
"6556",444,"other ctr",0,11,"0"
"6557",444,"cau",0,11,"0"
"6558",444,"all types",0,11,"0"
"6559",444,"not-cbt-based",0,11,"0"
"6560",444,"cbt-based",0,11,"0"
"6561",17,"pet-peese",0,27,"0"
"6562",17,"p-uniform",0,27,"0"
"6563",17,"fe",0,27,"0"
"6564",17,"reml",0,27,"0"
"6565",17,"rve",0,27,"0"
"6566",17,"3-level",0,27,"0"
"6567",17,"all rob",0,27,"0"
"6568",17,"include_best",0,27,"0"
"6569",17,"exclude_worst",0,27,"0"
"6570",17,"all diagnoses",0,27,"0"
"6571",17,"subclinical depression",0,27,"0"
"6572",17,"cut-off score",0,27,"0"
"6573",17,"diagnosis",0,27,"0"
"6574",17,"all formats",0,27,"0"
"6575",17,"other formats",0,27,"0"
"6576",17,"guided self-help",0,27,"0"
"6577",17,"individual",0,27,"0"
"6578",17,"group",0,27,"0"
"6579",17,"all groups",0,27,"0"
"6580",17,"student population",0,27,"0"
"6581",17,"other target groups",0,27,"0"
"6582",17,"perinatal depression",0,27,"0"
"6583",17,"older adults",0,27,"0"
"6584",17,"general medical",0,27,"0"
"6585",17,"adults",1,27,"27"
"6586",17,"all control conditions",0,27,"0"
"6587",17,"wl",0,27,"0"
"6588",17,"other ctr",0,27,"0"
"6589",17,"cau",0,27,"0"
"6590",17,"all types",0,27,"0"
"6591",17,"not-cbt-based",0,27,"0"
"6592",17,"cbt-based",0,27,"0"
"6593",94,"pet-peese",0,29,"0"
"6594",94,"p-uniform",0,29,"0"
"6595",94,"fe",0,29,"0"
"6596",94,"reml",0,29,"0"
"6597",94,"rve",0,29,"0"
"6598",94,"3-level",0,29,"0"
"6599",94,"all rob",0,29,"0"
"6600",94,"include_best",0,29,"0"
"6601",94,"exclude_worst",0,29,"0"
"6602",94,"all diagnoses",0,29,"0"
"6603",94,"subclinical depression",0,29,"0"
"6604",94,"cut-off score",0,29,"0"
"6605",94,"diagnosis",0,29,"0"
"6606",94,"all formats",0,29,"0"
"6607",94,"other formats",0,29,"0"
"6608",94,"guided self-help",0,29,"0"
"6609",94,"individual",0,29,"0"
"6610",94,"group",0,29,"0"
"6611",94,"all groups",0,29,"0"
"6612",94,"student population",0,29,"0"
"6613",94,"other target groups",0,29,"0"
"6614",94,"perinatal depression",0,29,"0"
"6615",94,"older adults",0,29,"0"
"6616",94,"general medical",0,29,"0"
"6617",94,"adults",1,29,"29"
"6618",94,"all control conditions",0,29,"0"
"6619",94,"wl",0,29,"0"
"6620",94,"other ctr",0,29,"0"
"6621",94,"cau",0,29,"0"
"6622",94,"all types",0,29,"0"
"6623",94,"not-cbt-based",0,29,"0"
"6624",94,"cbt-based",0,29,"0"
"6625",54,"pet-peese",0,16,"0"
"6626",54,"p-uniform",0,16,"0"
"6627",54,"fe",0,16,"0"
"6628",54,"reml",0,16,"0"
"6629",54,"rve",0,16,"0"
"6630",54,"3-level",0,16,"0"
"6631",54,"all rob",0,16,"0"
"6632",54,"include_best",0,16,"0"
"6633",54,"exclude_worst",0,16,"0"
"6634",54,"all diagnoses",0,16,"0"
"6635",54,"subclinical depression",0,16,"0"
"6636",54,"cut-off score",0,16,"0"
"6637",54,"diagnosis",0,16,"0"
"6638",54,"all formats",0,16,"0"
"6639",54,"other formats",0,16,"0"
"6640",54,"guided self-help",0,16,"0"
"6641",54,"individual",0,16,"0"
"6642",54,"group",0,16,"0"
"6643",54,"all groups",0,16,"0"
"6644",54,"student population",0,16,"0"
"6645",54,"other target groups",0,16,"0"
"6646",54,"perinatal depression",0,16,"0"
"6647",54,"older adults",0,16,"0"
"6648",54,"general medical",1,16,"16"
"6649",54,"adults",0,16,"0"
"6650",54,"all control conditions",0,16,"0"
"6651",54,"wl",0,16,"0"
"6652",54,"other ctr",0,16,"0"
"6653",54,"cau",0,16,"0"
"6654",54,"all types",0,16,"0"
"6655",54,"not-cbt-based",0,16,"0"
"6656",54,"cbt-based",0,16,"0"
"6657",103,"pet-peese",0,60,"0"
"6658",103,"p-uniform",0,60,"0"
"6659",103,"fe",0,60,"0"
"6660",103,"reml",0,60,"0"
"6661",103,"rve",0,60,"0"
"6662",103,"3-level",0,60,"0"
"6663",103,"all rob",0,60,"0"
"6664",103,"include_best",0,60,"0"
"6665",103,"exclude_worst",0,60,"0"
"6666",103,"all diagnoses",0,60,"0"
"6667",103,"subclinical depression",0,60,"0"
"6668",103,"cut-off score",0,60,"0"
"6669",103,"diagnosis",0,60,"0"
"6670",103,"all formats",0,60,"0"
"6671",103,"other formats",0,60,"0"
"6672",103,"guided self-help",0,60,"0"
"6673",103,"individual",0,60,"0"
"6674",103,"group",0,60,"0"
"6675",103,"all groups",1,60,"60"
"6676",103,"student population",0,60,"0"
"6677",103,"other target groups",0,60,"0"
"6678",103,"perinatal depression",0,60,"0"
"6679",103,"older adults",0,60,"0"
"6680",103,"general medical",0,60,"0"
"6681",103,"adults",0,60,"0"
"6682",103,"all control conditions",0,60,"0"
"6683",103,"wl",0,60,"0"
"6684",103,"other ctr",0,60,"0"
"6685",103,"cau",0,60,"0"
"6686",103,"all types",0,60,"0"
"6687",103,"not-cbt-based",0,60,"0"
"6688",103,"cbt-based",0,60,"0"
"6689",245,"pet-peese",0,29,"0"
"6690",245,"p-uniform",0,29,"0"
"6691",245,"fe",0,29,"0"
"6692",245,"reml",0,29,"0"
"6693",245,"rve",0,29,"0"
"6694",245,"3-level",0,29,"0"
"6695",245,"all rob",0,29,"0"
"6696",245,"include_best",0,29,"0"
"6697",245,"exclude_worst",0,29,"0"
"6698",245,"all diagnoses",0,29,"0"
"6699",245,"subclinical depression",0,29,"0"
"6700",245,"cut-off score",0,29,"0"
"6701",245,"diagnosis",0,29,"0"
"6702",245,"all formats",0,29,"0"
"6703",245,"other formats",0,29,"0"
"6704",245,"guided self-help",0,29,"0"
"6705",245,"individual",0,29,"0"
"6706",245,"group",0,29,"0"
"6707",245,"all groups",0,29,"0"
"6708",245,"student population",0,29,"0"
"6709",245,"other target groups",0,29,"0"
"6710",245,"perinatal depression",0,29,"0"
"6711",245,"older adults",0,29,"0"
"6712",245,"general medical",0,29,"0"
"6713",245,"adults",1,29,"29"
"6714",245,"all control conditions",0,29,"0"
"6715",245,"wl",0,29,"0"
"6716",245,"other ctr",0,29,"0"
"6717",245,"cau",0,29,"0"
"6718",245,"all types",0,29,"0"
"6719",245,"not-cbt-based",0,29,"0"
"6720",245,"cbt-based",0,29,"0"
"6721",229,"pet-peese",0,38,"0"
"6722",229,"p-uniform",0,38,"0"
"6723",229,"fe",0,38,"0"
"6724",229,"reml",0,38,"0"
"6725",229,"rve",0,38,"0"
"6726",229,"3-level",0,38,"0"
"6727",229,"all rob",0,38,"0"
"6728",229,"include_best",0,38,"0"
"6729",229,"exclude_worst",0,38,"0"
"6730",229,"all diagnoses",0,38,"0"
"6731",229,"subclinical depression",0,38,"0"
"6732",229,"cut-off score",0,38,"0"
"6733",229,"diagnosis",0,38,"0"
"6734",229,"all formats",0,38,"0"
"6735",229,"other formats",0,38,"0"
"6736",229,"guided self-help",0,38,"0"
"6737",229,"individual",0,38,"0"
"6738",229,"group",0,38,"0"
"6739",229,"all groups",1,38,"38"
