read.csv("test/data/tidy/data_cleaned.csv")study,es_id,yi,vi,sei,target_group,format,diagnosis,type,control,region,risk_of_bias,rob,rob_include_best,rob_exclude_worst,n_1,n_2,sample_size
"freedland, 2009",286,0.809742824701193,0.0535158819316959,0.231334999366062,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,41,40,81
"freedland, 2009",287,0.497318878134568,0.0503463800445813,0.224379990294548,general medical,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,42,40,82
"freedland, 2009",288,0.448688401675575,0.0500605115096818,0.223742064685391,general medical,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,42,40,82
"freedland, 2009",289,1.0112219029385,0.0739263495070662,0.271894004176381,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,41,41,82
"freedland, 2009",290,0.880975140005701,0.0704515185700517,0.265427049431763,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,41,41,82
"freedland, 2009",291,0.581485363899823,0.0671292544288655,0.259093138521392,general medical,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,42,42,84
"freedland, 2009",292,0.556285649128502,0.0641917327990452,0.25336087464138,general medical,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,42,42,84
"freedland, 2015",293,0.4204958971267,0.0258814306001568,0.160877066731579,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,79,79,158
"freedland, 2015",294,0.652282835613745,0.0266759504396683,0.163327739345367,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,79,79,158
"freedland, 2015",295,0.784070429336646,0.0272807917227297,0.16516897929917,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,79,79,158
"freedland, 2015",296,0.698545265496778,0.0405260189708972,0.2013107522486,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,79,79,158
"freedland, 2015",297,0.765874210748979,0.0392155661780532,0.198029205366413,general medical,individual,diagnosis,cbt-based,cau,north america,low,4,1,1,79,79,158
"fry, 1983",298,3.17055405465664,0.0842432027403126,0.290246796261927,older adults,individual,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,NA,NA,NA
"fry, 1983",299,1.73068194629825,0.0511027881814398,0.226059258119281,older adults,individual,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,NA,NA,NA
"fuhr, 2019",300,0.208968621166916,0.0160361740455288,0.12663401614704,perinatal depression,individual,cut-off score,cbt-based,cau,other region,some concern,3,0,1,122,129,251
"fuhr, 2019",301,0.26071137046977,0.0209941335960857,0.14489352503161,perinatal depression,individual,cut-off score,cbt-based,cau,other region,some concern,3,0,1,116,116,232
"fuhr, 2019",302,0.329562010421544,0.022419368977601,0.149730988701741,perinatal depression,individual,cut-off score,cbt-based,cau,other region,some concern,3,0,1,122,122,244
"fuhr, 2019",303,0.157772183555636,0.0432875461686356,0.20805659366777,perinatal depression,individual,cut-off score,cbt-based,cau,other region,some concern,3,0,1,122,122,244
"funderburk, 2021",304,0.222642911765677,0.0287737501257978,0.169628270420345,other target groups,individual,cut-off score,cbt-based,cau,north america,some concern,3,0,1,68,72,140
"furukawa, 2012",305,0.681287613578636,0.0359005320845684,0.189474357327234,other target groups,other formats,subclinical depression,cbt-based,wl,east asia,low,4,1,1,58,60,118
"furukawa, 2012",306,0.666647430929205,0.0358158191405067,0.189250678045038,other target groups,other formats,subclinical depression,cbt-based,wl,east asia,low,4,1,1,58,60,118
"garcia-pena, 2015",307,0.596546859991011,0.0662888075175543,0.257466128874371,older adults,group,cut-off score,cbt-based,cau,other region,some concern,2,0,1,41,41,82
"gawrysiak, 2009",308,1.65657714605919,0.182242296918767,0.426898462071214,student population,individual,cut-off score,cbt-based,cau,north america,some concern,2,0,1,14,16,30
"gawrysiak, 2009",309,1.7988616426757,0.41577112280646,0.644803165940165,student population,individual,cut-off score,cbt-based,cau,north america,some concern,2,0,1,14,14,28
"gellis, 2008",310,1.08908284066606,0.074393399615094,0.272751534578807,general medical,individual,subclinical depression,cbt-based,cau,north america,some concern,2,0,1,30,32,62
"gellis, 2008",311,2.78130640804546,0.128563856001517,0.358558023200593,general medical,individual,subclinical depression,cbt-based,cau,north america,some concern,2,0,1,30,32,62
"gellis, 2010",312,0.964828763820938,0.124634566191603,0.353036210878718,general medical,individual,subclinical depression,cbt-based,cau,north america,some concern,2,0,1,18,18,36
"gellis, 2010",313,0.703470726740356,0.11830028913672,0.34394809075894,general medical,individual,subclinical depression,cbt-based,cau,north america,some concern,2,0,1,18,18,36
"geraedts, 2014",314,0.252161452414604,0.0174548795154616,0.132116916083678,other target groups,guided self-help,cut-off score,cbt-based,cau,europe,low,4,1,1,116,115,231
"geraedts, 2014",315,0.125753309152623,0.0213028258557846,0.145954876094581,other target groups,guided self-help,cut-off score,cbt-based,cau,europe,low,4,1,1,116,116,232
"geraedts, 2014",316,-0.0531785107117796,0.022437034012074,0.149789966326433,other target groups,guided self-help,cut-off score,cbt-based,cau,europe,low,4,1,1,116,116,232
"geraedts, 2014",317,0.128694245312636,0.0216919654036475,0.147281924904747,other target groups,guided self-help,cut-off score,cbt-based,cau,europe,low,4,1,1,116,116,232
"ghorbani, 2021",318,4.49554883094601,0.362969823892707,0.602469770106938,general medical,group,cut-off score,cbt-based,wl,other region,some concern,1,0,1,20,20,40
"gibbons, 2012",319,-0.132653660521348,0.139744229462571,0.373823794671461,adults,individual,cut-off score,not-cbt-based,cau,north america,some concern,1,0,1,16,13,29
"gibbons, 2012",320,-0.11076696854105,0.139646997200492,0.37369372111462,adults,individual,cut-off score,not-cbt-based,cau,north america,high,0,0,0,16,13,29
"gibbons, 2012",321,0.11718921741398,0.175985246350203,0.419505955083123,adults,individual,cut-off score,not-cbt-based,cau,north america,high,0,0,0,16,16,32
"gibbons, 2012",322,0.645174202037357,0.207708426466792,0.455750399305138,adults,individual,cut-off score,not-cbt-based,cau,north america,high,0,0,0,16,16,32
"gibbons, 2012",323,0.22266270801877,0.220143299004716,0.469194308367776,adults,individual,cut-off score,not-cbt-based,cau,north america,some concern,1,0,1,16,16,32
"gitlin, 2013",324,0.520845661543311,0.0198947800137889,0.14104885683262,older adults,individual,cut-off score,not-cbt-based,wl,north america,low,4,1,1,106,102,208
"gitlin, 2013",325,0.406910673080712,0.0196388214432584,0.140138579425005,older adults,individual,cut-off score,not-cbt-based,wl,north america,low,4,1,1,106,102,208
"gitlin, 2013",326,0.629734349326437,0.0309155474933531,0.175828176050806,older adults,individual,cut-off score,not-cbt-based,wl,north america,low,4,1,1,88,88,176
"gitlin, 2013",327,0.519964240552806,0.0283572056731053,0.168395978791375,older adults,individual,cut-off score,not-cbt-based,wl,north america,low,4,1,1,89,89,178
"gitlin, 2013",328,0.367788874457728,0.0328699307872441,0.181300664056269,older adults,individual,cut-off score,not-cbt-based,wl,north america,low,4,1,1,89,89,178
"gitlin, 2013",329,0.412963050406309,0.0305018024783925,0.174647652370115,older adults,individual,cut-off score,not-cbt-based,wl,north america,low,4,1,1,89,89,178
"goodman, 2015",330,0.0338742940758752,0.0952522860182788,0.308629690759458,perinatal depression,individual,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,21,21,42
"goodman, 2015",331,-0.484557359686557,1.01321183642338,1.00658424208974,perinatal depression,individual,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,2,2,4
"greenberg, 2018",332,1.10709137050072,0.169052859529186,0.411160381760191,adults,group,cut-off score,cbt-based,wl,north america,some concern,1,0,1,16,12,28
"greenberg, 2018",333,1.04975595179155,0.166710094058754,0.408301474475362,adults,group,cut-off score,cbt-based,wl,north america,some concern,1,0,1,16,12,28
"grote, 2009",334,1.15363281162989,0.0886491363693854,0.297740048312929,perinatal depression,individual,cut-off score,not-cbt-based,cau,north america,some concern,2,0,1,25,28,53
"grote, 2009",335,1.35450387390649,0.0935457382607766,0.305852477937938,perinatal depression,individual,cut-off score,not-cbt-based,cau,north america,some concern,2,0,1,25,28,53
"grote, 2009",336,1.25072088269467,0.129184509143981,0.359422466109147,perinatal depression,individual,cut-off score,not-cbt-based,cau,north america,some concern,2,0,1,25,25,50
"grote, 2009",337,1.48282211670053,0.366335292545803,0.605256385795146,perinatal depression,individual,cut-off score,not-cbt-based,cau,north america,some concern,1,0,1,22,22,44
"hagen, 2017",338,2.46768987403917,0.183988825252343,0.428939185960368,adults,individual,diagnosis,cbt-based,wl,europe,some concern,3,0,1,20,19,39
"hallford, 2016",339,1.24909341178645,0.186755131780179,0.432151746242196,other target groups,individual,cut-off score,not-cbt-based,cau,australia,some concern,3,0,1,14,12,26
"hallford, 2016",340,0.956653544745849,0.278633255016429,0.527857229766183,other target groups,individual,cut-off score,not-cbt-based,cau,australia,some concern,3,0,1,14,14,28
"hallgren, 2015",341,0.320679855219394,0.00827639136209515,0.0909746742895799,adults,guided self-help,cut-off score,cbt-based,cau,europe,some concern,3,0,1,259,232,491
"hamamci, 2006",342,1.40807562013347,0.242131523738494,0.492068616900624,student population,group,cut-off score,cbt-based,cau,other region,some concern,1,0,1,10,11,21
"hamamci, 2006",343,1.40169774912673,0.241668551162143,0.491597956832759,student population,group,cut-off score,cbt-based,cau,other region,some concern,1,0,1,10,11,21
"hamdan-mansour, 2009",344,0.632207353259551,0.0501506179611941,0.223943336496521,student population,group,cut-off score,cbt-based,cau,other region,some concern,3,0,1,44,40,84
"han, 2020",345,0.777423689059461,0.130944509929516,0.361862556683495,adults,group,diagnosis,cbt-based,wl,east asia,some concern,3,0,1,17,16,33
"han, 2020",346,0.755527256398079,0.130410185022604,0.361123503835743,adults,group,diagnosis,cbt-based,wl,east asia,some concern,3,0,1,17,16,33
"han, 2020",347,0.483794112284966,0.125049375861766,0.353623211712362,adults,group,diagnosis,not-cbt-based,wl,east asia,some concern,3,0,1,17,16,33
"han, 2020",348,0.748152454726752,0.130233658697356,0.360879008391117,adults,group,diagnosis,not-cbt-based,wl,east asia,some concern,3,0,1,17,16,33
"haringsma, 2006",349,0.477018114772895,0.0375210001889714,0.193703381976081,older adults,group,cut-off score,cbt-based,wl,europe,some concern,2,0,1,52,58,110
"haringsma, 2006",350,0.421105396191032,0.0372895321693748,0.193104977070439,older adults,group,cut-off score,cbt-based,wl,europe,some concern,2,0,1,52,58,110
"haringsma, 2006",351,0.485790814600798,0.0805591828571916,0.28382949610143,older adults,group,cut-off score,cbt-based,wl,europe,some concern,2,0,1,52,52,104
"haringsma, 2006",352,0.625288435475741,0.0580490030848364,0.240933607213349,older adults,group,cut-off score,cbt-based,wl,europe,some concern,2,0,1,52,52,104
"harley, 2008",353,0.723530982374451,0.226209142586901,0.475614489462738,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,10,9,19
"harley, 2008",354,0.963303226576638,0.23787394451937,0.487723225322898,adults,group,diagnosis,cbt-based,wl,north america,some concern,1,0,1,10,9,19
"harrer, 2021",355,0.36445868468213,0.020334608637597,0.142599469275299,student population,guided self-help,cut-off score,not-cbt-based,other ctr,europe,low,4,1,1,100,100,200
"hassiotis, 2013",356,0.0205302170529389,0.133340753852276,0.365158532492773,other target groups,individual,cut-off score,cbt-based,cau,europe,some concern,3,0,1,15,15,30
"hautzinger, 2004",357,0.648052787438517,0.0460885036629909,0.214682331976786,older adults,group,diagnosis,cbt-based,wl,europe,some concern,3,0,1,65,35,100
"hautzinger, 2004",358,1.4773979508994,0.0550389857555941,0.234603891177436,older adults,group,diagnosis,cbt-based,wl,europe,some concern,3,0,1,65,35,100
"hautzinger, 2004",359,0.694851267074733,0.0464076110054664,0.2154242581639,older adults,group,diagnosis,cbt-based,wl,europe,some concern,3,0,1,65,35,100
"hautzinger, 2004",360,1.17082752391658,0.104541543843494,0.323328847836833,older adults,group,diagnosis,cbt-based,wl,europe,some concern,3,0,1,65,65,130
"hautzinger, 2004",361,1.2385855883594,0.104721097294407,0.323606392542557,older adults,group,diagnosis,cbt-based,wl,europe,some concern,3,0,1,65,65,130
"hayman, 1980",362,0.47153027275484,0.150045500346369,0.387357070861459,adults,group,cut-off score,not-cbt-based,wl,north america,some concern,2,0,1,NA,NA,NA
"he, 2019",363,0.43121423865843,0.0618239541130432,0.248644232012414,adults,individual,diagnosis,cbt-based,other ctr,east asia,some concern,3,0,1,33,32.5,65.5
"heckman, 2011",364,0.508120727713564,0.0668451277066463,0.258544247096404,general medical,group,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,104,104,208
"heckman, 2011",365,0.346933552576173,0.0709126138198423,0.266294224157871,general medical,group,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,105,105,210
"heckman, 2011",366,0.378341578120762,0.0216230096261885,0.147047644068813,general medical,group,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,104,86,190
"heckman, 2011",367,0.24812327772046,0.0213141703019862,0.145993733776441,general medical,group,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,105,86,191
"heckman, 2013",368,-0.00388003551316868,0.01673907077674,0.129379560892515,general medical,other formats,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,118,121,239
"heckman, 2013",369,0.461813349549936,0.0169027614873683,0.130010620671422,general medical,other formats,cut-off score,not-cbt-based,cau,north america,some concern,3,0,1,122,121,243
"heckman, 2017",370,1.15214761044356,0.182838681390946,0.427596400114578,general medical,other formats,diagnosis,not-cbt-based,cau,north america,some concern,3,0,1,70,70,140
"hegerl, 2010",371,0.924032755640415,0.112031112904071,0.334710491177183,adults,group,diagnosis,cbt-based,other ctr,europe,low,4,1,1,47,47,94
"hemanny, 2019",372,1.24247241919589,0.0960621954768764,0.309939018964822,adults,individual,diagnosis,cbt-based,cau,other region,some concern,3,0,1,24,26,50
"hemanny, 2019",373,1.28583465940039,0.0971937945092468,0.311759193143116,adults,individual,diagnosis,cbt-based,cau,other region,some concern,3,0,1,24,26,50
"hemanny, 2019",374,1.27053295282912,0.0929235394780624,0.304833625897903,adults,individual,diagnosis,cbt-based,cau,other region,some concern,3,0,1,26,26,52
"hemanny, 2019",375,1.31360339223407,0.0940267423851316,0.30663780325513,adults,individual,diagnosis,cbt-based,cau,other region,some concern,3,0,1,26,26,52
"hermanns, 2015",376,0.219018323801539,0.0222499546769573,0.149164186978501,general medical,group,subclinical depression,cbt-based,cau,europe,some concern,3,0,1,93,88,181
"hermanns, 2015",377,0.182969024184099,0.0222095852354005,0.14902880673010999,general medical,group,subclinical depression,cbt-based,cau,europe,some concern,3,0,1,93,88,181
"herrmann-lingen, 2016",378,0,0.00702989869038794,0.0838444911153258,general medical,other formats,cut-off score,not-cbt-based,cau,europe,some concern,3,0,1,284,285,569
"hoifodt, 2013",379,0.523364043156444,0.0390602001270908,0.197636535405503,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,52,54,106
"hoifodt, 2013",380,0.923559715311015,0.0418315026425211,0.204527510722937,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,52,54,106
"hoifodt, 2013",381,-0.601318169249582,0.417204873821391,0.645913983299162,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,52,52,104
"hoifodt, 2013",382,0.853991240696416,0.0935609297211119,0.305877311550092,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,52,52,104
"hoifodt, 2013",383,0.316164309655658,0.111899754346369,0.334514206494087,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,52,52,104
"hoifodt, 2013",384,-0.628691042148915,0.0541773683641018,0.232760323861482,adults,guided self-help,cut-off score,cbt-based,wl,europe,some concern,3,0,1,52,52,104
"holden, 1989",385,0.717276289045309,0.108920272415513,0.33003071435173,perinatal depression,individual,diagnosis,not-cbt-based,cau,europe,some concern,2,0,1,26,26,52
"honey, 2002",386,0.357425229879311,0.090403430016027,0.300671631545158,perinatal depression,group,cut-off score,cbt-based,cau,europe,some concern,2,0,1,23,22,45
"honey, 2002",387,0.190782559390734,0.127917994348451,0.357656251655764,perinatal depression,group,cut-off score,cbt-based,cau,europe,some concern,2,0,1,23,23,46
"horrell, 2014",388,0.509807210358558,0.0108475860120116,0.104151745122257,adults,group,cut-off score,cbt-based,wl,europe,low,4,1,1,180,202,382
"hou, 2014",389,0.711500287129384,0.0199865394133416,0.141373757866662,perinatal depression,other formats,diagnosis,cbt-based,cau,east asia,some concern,1,0,1,104,109,213
"hsiao, 2014",390,-0.551585853640786,0.0561534368640666,0.236967164105212,adults,group,subclinical depression,not-cbt-based,cau,east asia,low,4,1,1,37,37,74
"huang, 2016",391,1.95297589350786,0.0976683938012644,0.312519429478016,general medical,group,cut-off score,cbt-based,cau,east asia,some concern,1,0,1,31,30,61
"hum, 2019",392,0.232701594711496,0.141829893780528,0.376603098474413,general medical,other formats,cut-off score,cbt-based,wl,north america,some concern,3,0,1,20,11,31
"hum, 2019",393,-0.201039216286556,0.0966096755851812,0.310820970311176,general medical,other formats,cut-off score,cbt-based,other ctr,north america,some concern,3,0,1,19,23,42
"hum, 2019",394,0.216086900463809,0.0922168652326786,0.303672299086826,general medical,other formats,cut-off score,cbt-based,other ctr,north america,some concern,3,0,1,20,24,44
"hummel, 2017",395,1.61423964640002,0.0389634364394713,0.197391581480749,general medical,group,cut-off score,cbt-based,wl,europe,some concern,3,0,1,54,89,143
"hummel, 2017",396,1.18757415065557,0.03473868176455,0.186383158478844,general medical,group,cut-off score,cbt-based,wl,europe,some concern,3,0,1,54,89,143
"hummel, 2017",397,1.40002772734163,0.0768695501875421,0.27725358462523497,general medical,group,cut-off score,cbt-based,wl,europe,some concern,3,0,1,54,54,108
"hummel, 2017",398,1.47500808673051,0.0650634663056805,0.255075412977575,general medical,group,cut-off score,cbt-based,wl,europe,some concern,3,0,1,54,54,108
"hummel, 2017",399,1.33867140301232,0.0360876658670838,0.189967538982543,general medical,group,cut-off score,cbt-based,wl,europe,some concern,3,0,1,54,89,143
"hunter, 2012",400,0.419426037710108,0.0872487970253465,0.295379073438432,other target groups,group,cut-off score,cbt-based,cau,north america,some concern,2,0,1,42,42,84
"husain, 2017",401,0.722240543310977,0.0197599544938232,0.140570105263613,perinatal depression,group,diagnosis,cbt-based,cau,other region,some concern,3,0,1,112,104,216
"husain, 2017",402,1.06153321706463,0.0205748502416414,0.143439360852039,perinatal depression,group,diagnosis,cbt-based,cau,other region,some concern,3,0,1,112,110,222
"husain, 2021a",403,1.43594721107512,0.00655226103254359,0.0809460377816208,perinatal depression,group,diagnosis,cbt-based,cau,other region,some concern,1,0,1,399,370,769
"husain, 2021a",404,1.46759030099862,0.00661211597550025,0.0813149185297523,perinatal depression,group,diagnosis,cbt-based,cau,other region,some concern,1,0,1,399,370,769
"husain, 2021b",405,2.23985197224221,0.0675163096859593,0.259839007244792,perinatal depression,group,diagnosis,cbt-based,cau,other region,some concern,2,0,1,48,49,97
"husain, 2021b",406,3.36926638177814,0.100694212322718,0.317323513661875,perinatal depression,group,diagnosis,cbt-based,cau,other region,some concern,1,0,1,48,49,97
"jalali, 2019",407,0.972407119792343,0.106932066598882,0.327004688955497,other target groups,group,cut-off score,not-cbt-based,wl,other region,some concern,1,0,1,21,21,42
"jamison, 1995",408,1.32042812149797,0.0683165507566813,0.261374349844589,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,33,39,72
"jamison, 1995",409,1.86646283108404,0.0806650791255108,0.2840159839261,adults,guided self-help,diagnosis,cbt-based,wl,north america,high,0,0,0,33,39,72
"jamison, 1995",410,1.2804400688439601,0.108312803780553,0.329109106195124,adults,guided self-help,diagnosis,cbt-based,wl,north america,some concern,1,0,1,33,33,66
"jamison, 1995",411,2.43821093342349,0.355574753395627,0.596300891660936,adults,guided self-help,diagnosis,cbt-based,wl,north america,high,0,0,0,33,33,66
"jamison, 1995",412,2.28915657696049,0.351767342457515,0.593099774454109,adults,guided self-help,diagnosis,cbt-based,wl,north america,high,0,0,0,33,33,66
"jarrett, 1999",413,0.630960871859863,0.0583806476261431,0.241620875807831,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,36,36,72
"jarrett, 1999",414,0.52905289090872,0.0575417690766825,0.239878654900103,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,36,36,72
"jarrett, 1999",415,0.581799073128971,0.0759655514033836,0.275618488863472,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,36,36,72
"jarrett, 1999",416,0.499745540346507,0.0835899765049286,0.289119311885126,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,36,36,72
"jarrett, 1999",417,0.642839174880756,0.0762831603768755,0.276194062892155,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,36,36,72
"jarrett, 1999",418,0.704648710986907,0.0768259524321023,0.277174949142419,adults,individual,diagnosis,cbt-based,other ctr,north america,some concern,3,0,1,36,36,72
"jelinek, 2016",419,0.376217442121861,0.0679515630859091,0.260675206120393,adults,group,diagnosis,cbt-based,other ctr,europe,some concern,2,0,1,31,29,60
"jelinek, 2016",420,0.521603590758463,0.069068132756559,0.262808167218142,adults,group,diagnosis,cbt-based,other ctr,europe,some concern,2,0,1,31,29,60
"jelinek, 2016",421,0.587508978838923,0.108127101533465,0.328826856466233,adults,group,diagnosis,cbt-based,other ctr,europe,some concern,2,0,1,38,38,76
"jesse, 2015",422,0.412383496119512,0.0806359886579564,0.283964766578455,perinatal depression,group,cut-off score,cbt-based,cau,north america,some concern,3,0,1,19.5,36,55.5
"jesse, 2015",423,0.275962364476876,0.0797656545743156,0.28242814054962,perinatal depression,group,cut-off score,cbt-based,cau,north america,some concern,3,0,1,19.5,36,55.5
"jiang, 2014",424,1.05230617125605,0.00655610384158156,0.0809697711592515,perinatal depression,other formats,cut-off score,not-cbt-based,cau,east asia,some concern,2,0,1,257,514,771
"johansson, 2012a",425,1.11114920362831,0.0503018966355087,0.224280843220077,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,46,46,92
"johansson, 2012a",426,0.849254522871652,0.0474643482531818,0.217863141107398,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,46,46,92
"johansson, 2012a",427,0.936806809469006,0.0483285894001376,0.219837643273707,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,46,46,92
"johansson, 2012a",428,0.941873866081252,0.11235795543195,0.335198382203658,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,46,46,92
"johansson, 2012a",429,0.556874082874628,0.0590745013019574,0.243052466150742,adults,guided self-help,diagnosis,not-cbt-based,other ctr,europe,low,4,1,1,46,46,92
"johansson, 2012b",430,0.759453797359608,0.123313884434781,0.351160767220345,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,37,37,74
"johansson, 2012b",431,1.20128930929584,0.109977879259266,0.331629129087398,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,32,32,64
"johansson, 2012b",432,1.1071056761696,0.118185828024911,0.343781657487585,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,36,36,72
"johansson, 2012b",433,1.25626655710322,0.108454252437576,0.329323932379013,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,34,34,68
"johansson, 2012b",434,0.559052328114464,0.0572395893808061,0.239247966304431,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,34,39,73
"johansson, 2012b",435,0.569112985074952,0.0573190044715205,0.239413876940165,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,34,39,73
"johansson, 2012b",436,0.826122033483044,0.0580639364281102,0.240964595798035,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,36,39,75
"johansson, 2012b",437,0.790395736936628,0.0576708588918099,0.240147577318219,adults,guided self-help,diagnosis,cbt-based,other ctr,europe,some concern,3,0,1,36,39,75
"johansson, 2019",438,1.53786227873518,0.0966212155360228,0.310839533418809,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,27,27,54
"johansson, 2019",439,1.58592277536805,0.0980525001328445,0.313133358384003,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,27,27,54
"johnson, 2012",440,0.672394368979597,0.111469712015889,0.333870801382644,other target groups,other formats,diagnosis,not-cbt-based,other ctr,north america,some concern,3,0,1,19,19,38
"johnson, 2012",441,0.599377572936285,0.252366376736041,0.502360803343614,other target groups,other formats,diagnosis,not-cbt-based,other ctr,north america,some concern,3,0,1,19,19,38
"johnson, 2012",442,0.973088956793381,0.156546795825414,0.395659949736405,other target groups,other formats,diagnosis,not-cbt-based,other ctr,north america,some concern,3,0,1,19,19,38
"johnson, 2019",443,0.1792,0.02199289,0.1483,other target groups,other formats,diagnosis,not-cbt-based,cau,north america,low,4,1,1,NA,NA,NA
"johnson, 2019",444,0.209118881118881,0.0220358586541458,0.148444800023934,other target groups,other formats,diagnosis,not-cbt-based,cau,north america,low,4,1,1,NA,NA,NA
"joling, 2011",445,0.103098830239281,0.0235642131654927,0.153506394542679,older adults,guided self-help,subclinical depression,cbt-based,cau,europe,low,4,1,1,86,84,170
"joling, 2011",446,0.0545942591146457,0.0288895327545246,0.169969211195806,older adults,guided self-help,subclinical depression,cbt-based,cau,europe,low,4,1,1,86,86,172
"joling, 2011",447,-1.19549711739128,0.0882831380756933,0.297124785360786,older adults,guided self-help,subclinical depression,cbt-based,cau,europe,low,4,1,1,86,86,172
"jordans, 2019",448,0.409256807303355,0.0340401889125088,0.184499834451169,adults,individual,diagnosis,cbt-based,cau,other region,low,4,1,1,60,60,120
"jordans, 2019",449,0.467349373725688,0.0491628004108039,0.22172685992185,adults,individual,diagnosis,cbt-based,cau,other region,low,4,1,1,60,60,120
"kamga, 2017",450,0.428653534317941,0.0584848610363252,0.241836434468269,general medical,guided self-help,cut-off score,cbt-based,wl,north america,low,4,1,1,35,35,70
"kanter, 2015",451,0.0717843086525647,0.0931357795337911,0.305181551758607,other target groups,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,21,22,43
"kanter, 2015",452,0.190469942047246,0.093511407120623,0.305796349096295,other target groups,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,21,22,43
"kanter, 2015",453,0.453533780058762,0.185273021517418,0.430433527408609,other target groups,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,16,16,32
"kanter, 2015",454,0.658290935515146,0.151981775463507,0.389848400616838,other target groups,individual,diagnosis,cbt-based,cau,north america,some concern,3,0,1,21,21,42
"keeley, 2016",455,0.401689785475753,0.0243482342156942,0.156039207302826,adults,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,88,80,168
"keeley, 2016",456,0.671025596026005,0.0751715578559888,0.274174320197915,adults,individual,diagnosis,not-cbt-based,cau,north america,low,4,1,1,88,88,176
"kelly, 1993",457,0.531399493410154,0.0767662217100419,0.277067179055986,general medical,group,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,27,27,54
"kelly, 1993",458,0.462967825240578,0.076117496807152,0.275893995598222,general medical,group,cut-off score,cbt-based,other ctr,north america,some concern,1,0,1,27,27,54
"kelly, 1993",459,0.955696831528697,0.120048117840978,0.346479606674012,general medical,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,14,27,41
"kelly, 1993",460,1.06106155718284,0.1227428244085,0.350346720276499,general medical,group,cut-off score,not-cbt-based,other ctr,north america,some concern,1,0,1,14,27,41
"kenter, 2016",461,-0.0731200460642744,0.0148817320970349,0.121990704961628,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,136,133,269
"kessler, 2009",462,0.606813243520199,0.0200419202154362,0.141569488998994,adults,guided self-help,diagnosis,cbt-based,wl,europe,low,4,1,1,113,97,210
